clase,for_name,loc_name,barra_for_name,sgn_MVA,cosn,P_desp_MW,Q_desp_Mvar,P_actual_MW,Q_actual_Mvar,Qmin_actual_Mvar,Qmax_actual_Mvar,q_min_pu,q_max_pu,curva_capacidad,curva_tiene_puntos,av_mode,usetp_pu,ngnum,outserv
genstat,G3PELGUZ,Los Guzmancito,WLGUZK,3.0,1.0,0.11059000343084335,0.0,1.880030058324337,-1.1102230246251565e-16,-3.0,3.0,-1.0,1.0,GAMESA,1,constq,1.0,17,0
genstat,G3PELGU2,Los Guzmancito 2,WLGU2K,3.5999999046325684,1.0,0.18614999949932098,0.0,2.419949993491177,8.881784197001252e-16,-1.8514283895492554,1.8514283895492554,-0.514285683631897,0.514285683631897,Requerimiento Regulación de Tensión,0,constq,1.0,13,0
genstat,G3PFMATR,Parque Fotovoltaico MATRISOL,WXMATK,4.550000190734863,1.0,0.0,0.0,,,-4.550000190734863,4.550000190734863,-1.0,1.0,PQ_Capability_Curve _HEMK,0,constq,1.0,11,1
genstat,G4PFMSO1,Monte Cristi Solar Grupo 1,,2.200000047683716,1.0,0.0,0.0,,,-2.200000047683716,2.200000047683716,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,11,1
genstat,G4PFMSO2,Monte Cristi Solar Grupo 2,,2.200000047683716,1.0,0.0,0.0,,,-2.200000047683716,2.200000047683716,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,12,1
genstat,G3PFSAJO,Parque Fotovoltaico SAJOMA,WXPFSK,7.599999904632568,1.0,0.0,0.0,,,-5.03771448135376,5.03771448135376,-0.662857174873352,0.662857174873352,Huawei_Capability_Curve,0,constq,1.0,9,1
genstat,,BESS,,2.5,1.0,2.5,0.0,2.500000000000017,-4.107825191113079e-15,-2.5,2.5,-1.0,1.0,BESS CC,0,constq,1.0,1,0
genstat,,SBX_20260708_161425_e01931_PV,,50.0,0.800000011920929,0.0,0.0,,,-50.0,50.0,-1.0,1.0,,,constq,1.0,1,1
genstat,G3SCANOA,Solar Canoa,WSCANK,3.630000114440918,1.0,0.0,0.0,,,-3.630000114440918,3.630000114440918,-1.0,1.0,Capability Curve rev. 1_HEMK,0,constq,1.0,8,1
genstat,G3PFLUCI,PF Lucila,WXLUCK,5.150000095367432,1.0,0.0,0.0,,,-3.2665717601776123,3.2665717601776123,-0.6342857480049133,0.6342857480049133,Huawei_Capability_Curve_215KTL,0,constq,1.0,2,1
genstat,G3PFBAYA,Bayasol,WBAYAK,3.9600000381469727,1.0,0.0,0.0,,,-3.9600000381469727,3.9600000381469727,-1.0,1.0,CapCurve@1054Vdc@35ºC@1000msnm,0,constq,1.0,13,1
genstat,G3PFCALA,PF Calabaza 1,WXCA1K,3.492000102996826,0.8519999980926514,0.0,0.0,,,-1.5218181610107422,1.5218181610107422,-0.43580129742622375,0.43580129742622375,IS 3Power C Series - PV,0,constq,1.0,17,1
genstat,G4PSGIR1,Girasol Grupo 1,,3.799999952316284,0.949999988079071,0.0,0.0,,,-3.799999952316284,3.799999952316284,-1.0,1.0,Capability Curve rev. 1_HEMK,0,constq,1.0,12,1
genstat,G4PSGIR2,Girasol Grupo 2,,3.799999952316284,0.949999988079071,0.0,0.0,,,-3.799999952316284,3.799999952316284,-1.0,1.0,Capability Curve rev. 1_HEMK,0,constq,1.0,16,1
genstat,G3JCOCO1,Juancho Los Cocos 1,,1.7999999523162842,1.0,0.010379999876022339,7.080901143208251e-11,0.2698799967765817,1.8410342694785697e-09,-1.7999999523162842,1.7999999523162842,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,26,0
genstat,G3PELARI,Larimar,,3.299999952316284,1.0,0.17399999499320984,3.7975775302179215e-11,2.6099999248981565,5.696361160545393e-10,-3.299999952316284,3.299999952316284,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,15,0
genstat,G3PELAR2,Larimar 2,,3.450000047683716,1.0,0.11714000254869461,3.7975775302179215e-11,1.6399600356817299,5.316610485195383e-10,-3.450000047683716,3.450000047683716,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,14,0
genstat,G3LCOCO2,Los Cocos 2,,2.0,1.0,0.02346000075340271,3.7975775302179215e-11,0.6099600195884723,9.873701856122352e-10,-2.0,2.0,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,26,0
genstat,G3QCABRE,Quilvio Cabrera,,1.649999976158142,1.0,0.06599999964237213,5.007656442290731e-11,0.3299999982118617,2.5038277007283227e-10,-1.649999976158142,1.649999976158142,-1.0,1.0,Requerimiento Regulación de Tensión,0,constq,1.0,5,0
genstat,G3SANTAS,Santanasol,WSANTK,3.799999952316284,1.0,0.0,0.0,,,-1.2540000677108765,1.2540000677108765,-0.33000001311302185,0.33000001311302185,Requerimiento Regulación de Tensión,0,constq,1.0,15,1
genstat,G3PEMATA,PE Matafongo,WMTFNK,2.0,1.0,0.027799999341368675,0.0,0.47259998880326815,8.326672684688674e-17,-0.656000018119812,0.656000018119812,-0.328000009059906,0.328000009059906,2MW QCONSTANT CAPABILITY,0,constq,1.0,17,0
genstat,G3PEMAT2,PE Matafongo 2,WMTFNK,5.199999809265137,1.0,0.07244999706745148,0.0,0.2173499912023547,5.551115123125783e-17,-1.7056000232696533,1.7056000232696533,-0.328000009059906,0.328000009059906,GD414141-R9 5.2 MW AM+1 0.95 QwP0,0,constq,1.0,3,0
genstat,G3PFPER1,PF Peravia I,WPES1K,5.833000183105469,1.0,0.0,0.0,,,-4.024770259857178,4.024770259857178,-0.6899999976158142,0.6899999976158142,SG6600UD-MV 22.5¡æ PQ Curves,0,constq,1.0,12,1
genstat,G3PFPER2,PF Peravia II,WPES2K,5.833000183105469,1.0,0.0,0.0,,,-4.024770259857178,4.024770259857178,-0.6899999976158142,0.6899999976158142,SG6600UD-MV 22.5¡æ PQ Curves,0,constq,1.0,12,1
genstat,G3PFLNEG,Parque Fotovoltaico Los Negros,WMRI2K,6.5,1.0,0.0,0.0,,,-4.122857570648193,4.122857570648193,-0.6342857480049133,0.6342857480049133,Huawei_Capability_Curve_215KTL,0,constq,1.0,3,1
genstat,G6AANDRE,Sistema Almacenamiento AES Andrés,WXBAAK,5.5,1.0,1.000000013351432e-10,0.0,1.0000000133514352e-10,-6.462348535570529e-26,-5.5,5.5,-1.0,1.0,BESS CC,0,constq,1.0,1,0
genstat,G3PFVICT,PF La Victoria,WLVICK,6.25,1.0,0.0,0.0,,,-3.9642858505249023,3.9642858505249023,-0.6342857480049133,0.6342857480049133,Huawei_Capability_Curve_215KTL,0,constq,1.0,8,1
genstat,G6PEMINA,SA PE Los Mina,WXSALMK,5.5,1.0,1.000000013351432e-10,0.0,1.0000000133514322e-10,1.2924697071141057e-26,-5.5,5.5,-1.0,1.0,BESS CC,0,constq,1.0,1,0
genstat,G3PFWCA2,PF Washington Capital 2,WXWC2K,6.25,1.0,0.0,0.0,,,-3.9642858505249023,3.9642858505249023,-0.6342857480049133,0.6342857480049133,Huawei_Capability_Curve_215KTL,0,constq,1.0,8,1
genstat,G3PFWCA3,PF Washington Capital 3,WXWC3K,6.25,1.0,0.0,0.0,,,-3.9642858505249023,3.9642858505249023,-0.6342857480049133,0.6342857480049133,Huawei_Capability_Curve_215KTL,0,constq,1.0,8,1
genstat,G3PFMIRA,Mirasol,WMIRAK,5.881999969482422,1.0,0.0,0.0,,,-4.058579921722412,4.058579921722412,-0.6899999976158142,0.6899999976158142,SG8800UD-MV 22.5¡æ PQ Curves,0,constq,1.0,17,1
